25-04-28 21:02:00.705 - INFO: img:001_01_D3_th.bmp - PSNR: 42.7851 dB; SSIM: 0.9769; LPIPS: 0.0172; DISTS: 0.0562
25-04-28 21:02:01.502 - INFO: img:001_01_D4_th.bmp - PSNR: 42.3645 dB; SSIM: 0.9774; LPIPS: 0.0162; DISTS: 0.0610
25-04-28 21:02:02.301 - INFO: img:001_02_D1_th.bmp - PSNR: 42.0814 dB; SSIM: 0.9715; LPIPS: 0.0290; DISTS: 0.0744
25-04-28 21:02:03.104 - INFO: img:002_01_D2_th.bmp - PSNR: 41.8399 dB; SSIM: 0.9740; LPIPS: 0.0255; DISTS: 0.0536
25-04-28 21:02:03.898 - INFO: img:002_01_D3_th.bmp - PSNR: 42.3730 dB; SSIM: 0.9761; LPIPS: 0.0150; DISTS: 0.0478
25-04-28 21:02:04.702 - INFO: img:006_01_D2_th.bmp - PSNR: 40.9604 dB; SSIM: 0.9712; LPIPS: 0.0252; DISTS: 0.0451
25-04-28 21:02:05.496 - INFO: img:006_02_D1_th.bmp - PSNR: 42.5232 dB; SSIM: 0.9726; LPIPS: 0.0369; DISTS: 0.0688
25-04-28 21:02:06.303 - INFO: img:007_01_D4_th.bmp - PSNR: 41.3154 dB; SSIM: 0.9759; LPIPS: 0.0148; DISTS: 0.0535
25-04-28 21:02:07.090 - INFO: img:007_02_D1_th.bmp - PSNR: 42.7202 dB; SSIM: 0.9746; LPIPS: 0.0257; DISTS: 0.0719
25-04-28 21:02:07.884 - INFO: img:011_01_D3_th.bmp - PSNR: 42.0501 dB; SSIM: 0.9768; LPIPS: 0.0172; DISTS: 0.0533
25-04-28 21:02:08.663 - INFO: img:012_01_D3_th.bmp - PSNR: 43.5672 dB; SSIM: 0.9763; LPIPS: 0.0206; DISTS: 0.0749
25-04-28 21:02:09.464 - INFO: img:013_01_D3_th.bmp - PSNR: 41.7462 dB; SSIM: 0.9752; LPIPS: 0.0191; DISTS: 0.0569
25-04-28 21:02:10.246 - INFO: img:015_01_D3_th.bmp - PSNR: 43.0275 dB; SSIM: 0.9745; LPIPS: 0.0273; DISTS: 0.0648
25-04-28 21:02:11.025 - INFO: img:016_01_D3_th.bmp - PSNR: 43.4634 dB; SSIM: 0.9748; LPIPS: 0.0290; DISTS: 0.0710
25-04-28 21:02:11.825 - INFO: img:018_01_D3_th.bmp - PSNR: 42.7122 dB; SSIM: 0.9740; LPIPS: 0.0271; DISTS: 0.0496
25-04-28 21:02:12.610 - INFO: img:019_01_D3_th.bmp - PSNR: 43.1344 dB; SSIM: 0.9748; LPIPS: 0.0377; DISTS: 0.0603
25-04-28 21:02:13.436 - INFO: img:020_01_D2_th.bmp - PSNR: 41.0971 dB; SSIM: 0.9684; LPIPS: 0.0396; DISTS: 0.0423
25-04-28 21:02:14.225 - INFO: img:021_01_D3_th.bmp - PSNR: 43.2510 dB; SSIM: 0.9744; LPIPS: 0.0264; DISTS: 0.0771
25-04-28 21:02:15.020 - INFO: img:023_01_D1_th.bmp - PSNR: 42.4100 dB; SSIM: 0.9739; LPIPS: 0.0319; DISTS: 0.0524
25-04-28 21:02:15.865 - INFO: img:024_01_D2_th.bmp - PSNR: 39.8646 dB; SSIM: 0.9719; LPIPS: 0.0282; DISTS: 0.0407
25-04-28 21:02:16.693 - INFO: img:024_02_D1_th.bmp - PSNR: 40.3108 dB; SSIM: 0.9672; LPIPS: 0.0353; DISTS: 0.0420
25-04-28 21:02:17.496 - INFO: img:025_02_D1_th.bmp - PSNR: 41.5167 dB; SSIM: 0.9673; LPIPS: 0.0463; DISTS: 0.0513
25-04-28 21:02:18.307 - INFO: img:028_01_D2_th.bmp - PSNR: 41.1286 dB; SSIM: 0.9724; LPIPS: 0.0275; DISTS: 0.0408
25-04-28 21:02:19.116 - INFO: img:028_01_D4_th.bmp - PSNR: 40.7582 dB; SSIM: 0.9738; LPIPS: 0.0198; DISTS: 0.0606
25-04-28 21:02:19.922 - INFO: img:029_01_D4_th.bmp - PSNR: 41.3114 dB; SSIM: 0.9770; LPIPS: 0.0163; DISTS: 0.0454
25-04-28 21:02:20.726 - INFO: img:030_01_D2_th.bmp - PSNR: 41.4756 dB; SSIM: 0.9729; LPIPS: 0.0243; DISTS: 0.0460
25-04-28 21:02:21.529 - INFO: img:032_01_D2_th.bmp - PSNR: 41.2422 dB; SSIM: 0.9749; LPIPS: 0.0234; DISTS: 0.0398
25-04-28 21:02:22.341 - INFO: img:032_01_D3_th.bmp - PSNR: 41.4877 dB; SSIM: 0.9715; LPIPS: 0.0240; DISTS: 0.0496
25-04-28 21:02:23.168 - INFO: img:034_01_D2_th.bmp - PSNR: 42.4035 dB; SSIM: 0.9755; LPIPS: 0.0258; DISTS: 0.0616
25-04-28 21:02:23.979 - INFO: img:034_01_D3_th.bmp - PSNR: 41.8092 dB; SSIM: 0.9717; LPIPS: 0.0280; DISTS: 0.0428
25-04-28 21:02:24.805 - INFO: img:036_01_D2_th.bmp - PSNR: 42.2857 dB; SSIM: 0.9738; LPIPS: 0.0249; DISTS: 0.0614
25-04-28 21:02:25.619 - INFO: img:037_01_D1_th.bmp - PSNR: 43.4770 dB; SSIM: 0.9764; LPIPS: 0.0226; DISTS: 0.0805
25-04-28 21:02:26.447 - INFO: img:039_01_D3_th.bmp - PSNR: 40.3558 dB; SSIM: 0.9681; LPIPS: 0.0329; DISTS: 0.0479
25-04-28 21:02:27.243 - INFO: img:040_01_D1_th.bmp - PSNR: 43.0766 dB; SSIM: 0.9755; LPIPS: 0.0272; DISTS: 0.0587
25-04-28 21:02:28.039 - INFO: img:041_01_D1_th.bmp - PSNR: 42.7380 dB; SSIM: 0.9773; LPIPS: 0.0193; DISTS: 0.0675
25-04-28 21:02:28.883 - INFO: img:042_02_D1_th.bmp - PSNR: 39.6189 dB; SSIM: 0.9774; LPIPS: 0.0204; DISTS: 0.0413
25-04-28 21:02:29.669 - INFO: img:044_01_D1_th.bmp - PSNR: 43.3216 dB; SSIM: 0.9774; LPIPS: 0.0228; DISTS: 0.0615
